x, y, theta, stamp, 
-2.055649872545473e-08, 2.4176468826908604e-08, -2.3841667492241194e-07, 1729717731.582726, 
-2.055649872545473e-08, 2.4176468826908604e-08, -2.3841658965719206e-07, 1729717731.6327574, 
-2.055649872545473e-08, 2.4176468826908604e-08, -2.3841650439197218e-07, 1729717731.683755, 
-2.055649872545473e-08, 2.4176468826908604e-08, -2.3841641912675228e-07, 1729717731.7334838, 
-2.055649872545473e-08, 2.4176468826908604e-08, -2.384163338615324e-07, 1729717731.7734993, 
0.0006841464783065021, -0.00012012570368824527, -0.004805568993951504, 1729717731.8224578, 
0.004090060945600271, -0.0004942500381730497, -0.034695176380160286, 1729717731.8933613, 
0.006837072316557169, -0.0007246732711791992, -0.060618947817316686, 1729717731.9328058, 
0.011221827007830143, -0.0012768562883138657, -0.1008836030221113, 1729717731.9829245, 
0.016308479011058807, -0.0017366540851071477, -0.15212199284813196, 1729717732.0334346, 
0.022620774805545807, -0.0031771953217685223, -0.21138631332678987, 1729717732.0825293, 
0.029976554214954376, -0.004754885099828243, -0.2829067069991773, 1729717732.133474, 
0.05002567917108536, -0.012427039444446564, -0.4686647862497473, 1729717732.2421107, 
0.06674586981534958, -0.021840425208210945, -0.6444873021568511, 1729717732.3336947, 
0.08288390934467316, -0.035795751959085464, -0.8340716502118399, 1729717732.4327111, 
0.09612725675106049, -0.0525745153427124, -1.0280801918664613, 1729717732.5334754, 
0.10688149183988571, -0.07412268966436386, -1.2419269455174275, 1729717732.6428642, 
0.11269811540842056, -0.09418630599975586, -1.4133940913513443, 1729717732.7338243, 
0.11518651247024536, -0.1179027333855629, -1.5933817027983406, 1729717732.8319483, 
0.11340810358524323, -0.1426851600408554, -1.7639227617945594, 1729717732.933494, 
0.107760950922966, -0.1655632108449936, -1.90702666129204, 1729717733.0224388, 
0.09663927555084229, -0.1933327615261078, -2.0719013159828807, 1729717733.1334803, 
0.08157245814800262, -0.21842019259929657, -2.2063621884004547, 1729717733.2325375, 
0.06270697712898254, -0.24214237928390503, -2.3229355578961233, 1729717733.3334868, 
0.039060771465301514, -0.2647819519042969, -2.4311924002409206, 1729717733.442428, 
0.017660224810242653, -0.2820959687232971, -2.5032744589903078, 1729717733.5337756, 
-0.0066930921748280525, -0.2989515960216522, -2.5675740130577682, 1729717733.6323812, 
-0.03235394507646561, -0.3149266839027405, -2.615825163174861, 1729717733.7333887, 
-0.05611613392829895, -0.328159898519516, -2.6436588818790225, 1729717733.8218853, 
-0.08577319234609604, -0.3435596823692322, -2.6633796740188487, 1729717733.9344244, 
-0.11281315237283707, -0.35728853940963745, -2.67005944462317, 1729717734.0324235, 
-0.1400730013847351, -0.3707646429538727, -2.665862803926793, 1729717734.1335166, 
-0.16960470378398895, -0.3861290514469147, -2.6518838607012616, 1729717734.2424643, 
-0.19388675689697266, -0.3992144763469696, -2.6366736925620393, 1729717734.3334339, 
-0.22022134065628052, -0.4140687882900238, -2.6192675114253205, 1729717734.4323947, 
-0.2466295063495636, -0.4293842017650604, -2.5997054853386135, 1729717734.533398, 
-0.2701811194419861, -0.4436592161655426, -2.582103979252624, 1729717734.6235318, 
-0.2985381782054901, -0.4616478979587555, -2.55808375289301, 1729717734.73455, 
-0.3237702250480652, -0.4787028133869171, -2.539015960630999, 1729717734.833436, 
-0.348532497882843, -0.4959397315979004, -2.5219189689802857, 1729717734.933402, 
-0.3757324516773224, -0.5156144499778748, -2.5049607976016564, 1729717735.0434618, 
-0.398379385471344, -0.5324973464012146, -2.4904904966941537, 1729717735.1364436, 
-0.4212302565574646, -0.5500403642654419, -2.4774089037080693, 1729717735.2284193, 
-0.4447920322418213, -0.5683570504188538, -2.472625694715302, 1729717735.3294063, 
-0.4710506200790405, -0.5890765190124512, -2.4676308505575397, 1729717735.4390142, 
-0.4946231245994568, -0.6076524257659912, -2.463318582998476, 1729717735.5374541, 
-0.5165578126907349, -0.6251339912414551, -2.4620771482587025, 1729717735.6294243, 
-0.539996862411499, -0.644049882888794, -2.4610805823735977, 1729717735.7294083, 
-0.5661649107933044, -0.6644710302352905, -2.461658461186754, 1729717735.838513, 
-0.5897935628890991, -0.683185875415802, -2.4654140676546032, 1729717735.9385734, 
-0.6116644740104675, -0.7005040645599365, -2.4680354383404963, 1729717736.0294588, 
-0.635456919670105, -0.7192277312278748, -2.468235213151244, 1729717736.1336095, 
-0.6572260856628418, -0.7363197803497314, -2.4720464210013318, 1729717736.2381232, 
-0.6769184470176697, -0.7519503235816956, -2.4746609014815784, 1729717736.3384564, 
-0.6943456530570984, -0.7653611898422241, -2.4772836789357697, 1729717736.428584, 
-0.7123346924781799, -0.7791626453399658, -2.4784520101524934, 1729717736.5284622, 
-0.7285496592521667, -0.7915807962417603, -2.4825992725016057, 1729717736.628824, 
-0.7473856210708618, -0.805630087852478, -2.4846510244243847, 1729717736.7384489, 
-0.7625869512557983, -0.817338764667511, -2.485378544570536, 1729717736.8284144, 
-0.7771238684654236, -0.8282609581947327, -2.487217623400676, 1729717736.9284313, 
-0.7901993989944458, -0.8380659818649292, -2.489055695383436, 1729717737.038131, 
-0.8024179935455322, -0.8472545742988586, -2.4910359520014485, 1729717737.1384652, 
-0.8127719163894653, -0.8552295565605164, -2.493185754025055, 1729717737.22844, 
-0.823961615562439, -0.8637152910232544, -2.489549674295529, 1729717737.3354247, 
-0.8355533480644226, -0.8721396327018738, -2.4898114244158407, 1729717737.4434557, 
-0.8433200716972351, -0.8782027959823608, -2.490702646781025, 1729717737.533467, 
-0.8518020510673523, -0.8846064805984497, -2.4896659275124624, 1729717737.6334436, 
-0.8603132963180542, -0.8909099102020264, -2.4896659275124624, 1729717737.7344332, 
-0.8693215250968933, -0.8976151347160339, -2.4896659275124624, 1729717737.8429184, 
-0.8759042024612427, -0.902614951133728, -2.489922965003274, 1729717737.9334707, 
-0.8829876780509949, -0.9077814221382141, -2.4890753907162986, 1729717738.0334635, 
-0.8895254731178284, -0.9127109050750732, -2.489681222830567, 1729717738.1284678, 
-0.896813154220581, -0.9183394312858582, -2.489949277149036, 1729717738.243494, 
-0.9020788669586182, -0.9224053025245667, -2.4874331222781665, 1729717738.3334594, 
-0.9076606035232544, -0.9265477061271667, -2.4850288363081314, 1729717738.4335923, 
-0.9130236506462097, -0.9304782152175903, -2.483073706546063, 1729717738.5294652, 
-0.917506217956543, -0.9339970350265503, -2.4821834678105694, 1729717738.623696, 
-0.9226674437522888, -0.9379990100860596, -2.480759403913624, 1729717738.7334833, 
-0.9273697137832642, -0.9416041970252991, -2.4786053244407396, 1729717738.8334682, 
-0.9313860535621643, -0.9445916414260864, -2.476540501956509, 1729717738.9296703, 
-0.9358437657356262, -0.9481362104415894, -2.4752278217027377, 1729717739.0430396, 
-0.9390600919723511, -0.9505359530448914, -2.473037707907221, 1729717739.133483, 
-0.9426175355911255, -0.953465461730957, -2.472021604086107, 1729717739.2334406, 
-0.9457777738571167, -0.955846905708313, -2.47060203202104, 1729717739.3294654, 
-0.9486846923828125, -0.9581883549690247, -2.4691305054669055, 1729717739.423693, 
-0.9519920349121094, -0.9609876275062561, -2.4693951760769384, 1729717739.5334888, 
-0.954491913318634, -0.9627606272697449, -2.466845759768272, 1729717739.633538, 
-0.9571358561515808, -0.9647682309150696, -2.464824192536499, 1729717739.728535, 
-0.9599723815917969, -0.9671639204025269, -2.4649775148215523, 1729717739.8445106, 
-0.9619221091270447, -0.9686108231544495, -2.4627015289708667, 1729717739.9334698, 
-0.9643259644508362, -0.9705346822738647, -2.461408853074504, 1729717740.033487, 
-0.9668853282928467, -0.9725688695907593, -2.4597296270138074, 1729717740.1305578, 
-0.9691467881202698, -0.9744901061058044, -2.459052781447267, 1729717740.222927, 
-0.9712525606155396, -0.976097583770752, -2.457635812289079, 1729717740.3336003, 
-0.9739079475402832, -0.9781478047370911, -2.4561300477813166, 1729717740.4334514, 
-0.9762625098228455, -0.98011714220047, -2.454825869111313, 1729717740.5304542, 
-0.9784209132194519, -0.9818194508552551, -2.454074429946485, 1729717740.6231687, 
-0.9811800718307495, -0.983974814414978, -2.4520005910573235, 1729717740.7334926, 
-0.9837296009063721, -0.9859951138496399, -2.450873402358676, 1729717740.8331501, 
-0.9860348105430603, -0.9881041646003723, -2.4506871659398337, 1729717740.9305563, 
-0.9887036085128784, -0.9902328252792358, -2.4487075824640647, 1729717741.0402455, 
-0.9908426403999329, -0.9919934868812561, -2.4444499921896816, 1729717741.1336446, 
-0.9934663772583008, -0.9941965341567993, -2.4386079307168638, 1729717741.233517, 
