x, y, theta, stamp, 
2.0556671032068152e-08, -2.4176342705573006e-08, 2.3829494041443977e-07, 1729719386.4970508, 
2.0556671032068152e-08, -2.4176342705573006e-08, 2.3829182016853715e-07, 1729719386.5473006, 
2.0556671032068152e-08, -2.4176342705573006e-08, 2.3828863692882025e-07, 1729719386.5972612, 
0.0006980282487347722, 1.956735286512412e-05, 0.003358840877389454, 1729719386.6470602, 
0.003863360732793808, 0.00020021571253892034, 0.013576474454926907, 1729719386.6929605, 
0.011266479268670082, 0.0004261554859112948, 0.0300602615820156, 1729719386.7565095, 
0.018649496138095856, 0.0009858510456979275, 0.047184215397617774, 1729719386.8071032, 
0.027071157470345497, 0.0014927686424925923, 0.06594895475847076, 1729719386.8531146, 
0.03626587986946106, 0.0021813400089740753, 0.08699209967224365, 1729719386.8970518, 
0.04863409325480461, 0.00347567955031991, 0.11348192385001228, 1729719386.9470685, 
0.06313827633857727, 0.0051546539179980755, 0.1434480869982978, 1729719386.9961698, 
0.08249307423830032, 0.008175228722393513, 0.18456057321964084, 1729719387.057329, 
0.09403865784406662, 0.010318960063159466, 0.20819375427488637, 1729719387.0933218, 
0.12787961959838867, 0.01824074238538742, 0.2753894649643798, 1729719387.2071204, 
0.1537850797176361, 0.025790832936763763, 0.32223798893306266, 1729719387.2970586, 
0.18282216787338257, 0.03604825213551521, 0.37595984058844506, 1729719387.3961768, 
0.20989130437374115, 0.047125618904829025, 0.4260672198109261, 1729719387.493224, 
0.24108783900737762, 0.061662111431360245, 0.47792264435886317, 1729719387.6081314, 
0.2656814754009247, 0.07459314167499542, 0.5193632762065807, 1729719387.697057, 
0.29214146733283997, 0.09016723930835724, 0.5624877291401681, 1729719387.7961733, 
0.3170641362667084, 0.10593295842409134, 0.6000782536367917, 1729719387.8934658, 
0.3456793427467346, 0.12595520913600922, 0.6401218296105785, 1729719388.0081224, 
0.36763522028923035, 0.14270341396331787, 0.6683358896202393, 1729719388.0970619, 
0.39156076312065125, 0.1619923710823059, 0.6889317090578417, 1729719388.1962042, 
0.4142839312553406, 0.18029585480690002, 0.6870025387330414, 1729719388.2948067, 
0.44047194719314575, 0.20127172768115997, 0.6896790510541481, 1729719388.4041247, 
0.4621563255786896, 0.21916629374027252, 0.694611245304029, 1729719388.4970696, 
0.4853716492652893, 0.23832184076309204, 0.6983277012359084, 1729719388.596648, 
0.5081409811973572, 0.2571916878223419, 0.6993329551919267, 1729719388.6945856, 
0.5340054631233215, 0.2786124050617218, 0.6984756565606436, 1729719388.8041234, 
0.5554587244987488, 0.2964138984680176, 0.6990911925167388, 1729719388.8970685, 
0.5790443420410156, 0.31595438718795776, 0.7011760735639007, 1729719388.9972274, 
0.6014241576194763, 0.3346957266330719, 0.7033674749691009, 1729719389.0943673, 
0.6271260380744934, 0.35653406381607056, 0.7079370890385174, 1729719389.204108, 
0.6482898592948914, 0.37483227252960205, 0.7117378558483114, 1729719389.2970703, 
0.6718303561210632, 0.39491310715675354, 0.7093042845319288, 1729719389.3971539, 
0.6946368217468262, 0.413862019777298, 0.6896070578475353, 1729719389.4951994, 
0.7207529544830322, 0.4347529411315918, 0.6680536084742015, 1729719389.6051414, 
0.7425339818000793, 0.4512925148010254, 0.6593793815890079, 1729719389.6970768, 
0.7669090032577515, 0.469639390707016, 0.6487035808785538, 1729719389.7971413, 
0.7904744148254395, 0.4870898723602295, 0.6363851253076003, 1729719389.8957632, 
0.8177621960639954, 0.5065118074417114, 0.6228717291622303, 1729719390.0051115, 
0.8408198356628418, 0.5224751234054565, 0.614174933540349, 1729719390.0970776, 
0.8659241199493408, 0.5395864844322205, 0.606832350199516, 1729719390.197234, 
0.8905408382415771, 0.5563135147094727, 0.6010374612959608, 1729719390.2956636, 
0.9180681109428406, 0.5748680233955383, 0.599679355421455, 1729719390.4051456, 
0.9418097138404846, 0.5909791588783264, 0.5898938985077483, 1729719390.4980853, 
0.9674522876739502, 0.6075384616851807, 0.5613987284995942, 1729719390.5992572, 
0.9917432069778442, 0.6223502159118652, 0.5387040931633522, 1729719390.69548, 
1.0210840702056885, 0.6388184428215027, 0.5216974079615525, 1729719390.806148, 
1.0458420515060425, 0.6526172757148743, 0.5076678421587113, 1729719390.8980865, 
1.0725711584091187, 0.6668890714645386, 0.4916443694083464, 1729719390.9991343, 
1.0987814664840698, 0.6804380416870117, 0.4773862442830191, 1729719391.0960338, 
1.128713607788086, 0.695340633392334, 0.4634631731050201, 1729719391.2062042, 
1.1539579629898071, 0.70754474401474, 0.4563615863987003, 1729719391.297091, 
1.1812154054641724, 0.720696210861206, 0.44552403247611405, 1729719391.398148, 
1.2085705995559692, 0.733264148235321, 0.42397469704823876, 1729719391.4965227, 
1.2390908002853394, 0.7464166879653931, 0.3987717883456989, 1729719391.607131, 
1.264418363571167, 0.7566229104995728, 0.3860587338030843, 1729719391.6970978, 
1.2928974628448486, 0.7676414847373962, 0.372123377831494, 1729719391.797129, 
1.321571707725525, 0.7783661484718323, 0.3575113742715171, 1729719391.8972337, 
1.352815866470337, 0.7893291115760803, 0.3422578474737045, 1729719392.0071487, 
1.3787282705307007, 0.7981144785881042, 0.3329528191654974, 1729719392.0970984, 
1.4079855680465698, 0.8074535727500916, 0.3238862987384411, 1729719392.197217, 
1.422414779663086, 0.8119902610778809, 0.3209840383460775, 1729719392.247138, 
1.468376874923706, 0.8267636895179749, 0.3050529100556337, 1729719392.407139, 
1.4946414232254028, 0.8346055746078491, 0.28789237484875424, 1729719392.4970994, 
1.5239087343215942, 0.8429181575775146, 0.2755655455735884, 1729719392.5972524, 
1.553303599357605, 0.8506065607070923, 0.2665018420233977, 1729719392.6970403, 
1.5853404998779297, 0.85886150598526, 0.2531660115450834, 1729719392.8072588, 
1.6113907098770142, 0.8652601838111877, 0.24415709216404624, 1729719392.8971083, 
1.6410698890686035, 0.8720552325248718, 0.23271303627126982, 1729719392.9971485, 
1.6702553033828735, 0.8785790801048279, 0.22407995969363295, 1729719393.0977619, 
1.7029640674591064, 0.8856058120727539, 0.21683588844958218, 1729719393.2071707, 
1.7295172214508057, 0.8910269737243652, 0.20873522045639414, 1729719393.2971077, 
1.7592421770095825, 0.8967916369438171, 0.19246130921051718, 1729719393.3972769, 
1.7886395454406738, 0.9018868207931519, 0.1808800988485313, 1729719393.4972796, 
1.8211461305618286, 0.9071783423423767, 0.17104907707896977, 1729719393.6062555, 
1.8483445644378662, 0.9114006757736206, 0.1629471364739787, 1729719393.6971164, 
1.8785276412963867, 0.9159696102142334, 0.15571923706091675, 1729719393.7973282, 
1.9085431098937988, 0.9201979637145996, 0.14802059650658855, 1729719393.8969765, 
1.9416389465332031, 0.9245328903198242, 0.13937960137220662, 1729719394.007156, 
1.968510389328003, 0.9278016090393066, 0.13653597566365688, 1729719394.097118, 
1.9985666275024414, 0.9317140579223633, 0.13407795419676033, 1729719394.1971486, 
2.02679181098938, 0.9352157711982727, 0.13147375205376294, 1729719394.2972522, 
2.055953025817871, 0.9385396838188171, 0.12942458410771146, 1729719394.4071937, 
2.0782830715179443, 0.9410108327865601, 0.12519192878443616, 1729719394.4971206, 
2.1020357608795166, 0.9440774917602539, 0.12440391634042257, 1729719394.597299, 
2.1243224143981934, 0.9468226432800293, 0.12498104625423818, 1729719394.697018, 
2.147716760635376, 0.949702799320221, 0.12399690983900888, 1729719394.8071568, 
2.165100574493408, 0.9517324566841125, 0.12399695445659259, 1729719394.8971224, 
2.182811975479126, 0.9536178708076477, 0.12226697451675897, 1729719394.9974394, 
2.199625253677368, 0.9556271433830261, 0.11987599827245764, 1729719395.0970292, 
2.218177556991577, 0.9578253626823425, 0.12070912897052309, 1729719395.2071908, 
2.2319540977478027, 0.9594139456748962, 0.12030215052870984, 1729719395.2971861, 
2.246683120727539, 0.9610971212387085, 0.11877253787308761, 1729719395.3971603, 
2.2604870796203613, 0.9626126289367676, 0.11672364100734309, 1729719395.497803, 
2.274752140045166, 0.9641240239143372, 0.11624445640989446, 1729719395.6071925, 
2.2859997749328613, 0.96530681848526, 0.11579623301856373, 1729719395.6971862, 
2.2975356578826904, 0.9668070673942566, 0.1130661110194074, 1729719395.797367, 
2.3085224628448486, 0.9678990840911865, 0.11245693406912498, 1729719395.897749, 
2.3200736045837402, 0.9692517518997192, 0.10968576429057061, 1729719396.0071986, 
2.3290538787841797, 0.9700847268104553, 0.10853222582002893, 1729719396.0971682, 
2.338062047958374, 0.9711164832115173, 0.10579685315444373, 1729719396.197203, 
2.3467977046966553, 0.9719693660736084, 0.10402756846583215, 1729719396.2970164, 
2.3563106060028076, 0.9729360938072205, 0.10270297341049785, 1729719396.4072044, 
2.3634767532348633, 0.9736066460609436, 0.1027030924628352, 1729719396.4981678, 
