e, e_dot, e_int, stamp, 
2.704163413037441, 0.0, 3.0798794922553623e-10, 1729719088.104279, 
2.703523398352991, -0.004541652118455051, 2.647022964278924e-10, 1729719088.1512527, 
2.701244226967443, -0.019729769319019406, 2.621742780748957e-10, 1729719088.2012737, 
2.698518910758341, -0.036793053811834904, 2.486862772240896e-10, 1729719088.2433214, 
2.693990610481051, -0.05238452451054165, 2.457474565110542e-10, 1729719088.2923615, 
2.689058047373424, -0.06292082138884975, 2.699113439831708e-10, 1729719088.3435166, 
2.6825259275412514, -0.07742458622789969, 2.668048940600376e-10, 1729719088.3916, 
2.6734661644354283, -0.09504143381883007, 2.917011213641701e-10, 1729719088.452292, 
2.664216254690894, -0.11279578554864282, 2.9301596003147684e-10, 1729719088.501204, 
2.6545560194271736, -0.1273602021346005, 2.6367330406542784e-10, 1729719088.5512655, 
2.644821620560993, -0.12921081669958084, 2.656319844180292e-10, 1729719088.6012714, 
2.6368863790082933, -0.12946273316970863, 2.4064777623748965e-10, 1729719088.6422331, 
2.6172164696311224, -0.1304381017301931, 3.6996013668791267e-10, 1729719088.7417817, 
2.5946793696588815, -0.13384004628515692, 5.495795290876742e-10, 1729719088.852296, 
2.573239991291978, -0.14020980307159356, 5.435322500672961e-10, 1729719088.9512317, 
2.553432940313715, -0.14467868162496308, 4.892026040996902e-10, 1729719089.0423675, 
2.530811847810434, -0.14837757882206618, 4.860957622441614e-10, 1729719089.1416712, 
2.5048571583478023, -0.15415084801562942, 5.310128692735189e-10, 1729719089.2522788, 
2.480170543813639, -0.16134164283774807, 5.251161427212855e-10, 1729719089.351275, 
2.457573294409932, -0.1659022928695665, 4.713406208630248e-10, 1729719089.442269, 
2.432000176981344, -0.16857855263746144, 4.676016091635357e-10, 1729719089.5416214, 
2.403283536915899, -0.17227846557729373, 5.105986126292868e-10, 1729719089.6523097, 
2.3762581935530327, -0.17753535176773913, 5.038967614664226e-10, 1729719089.7512424, 
2.3516693344657313, -0.18110405085581469, 4.515346898175187e-10, 1729719089.842264, 
2.32415891747747, -0.18225178119369892, 4.477520541103736e-10, 1729719089.9417188, 
2.292841670962621, -0.18662209061276802, 4.87846858263778e-10, 1729719090.0522811, 
2.264256938119675, -0.19066832321476104, 4.80671477054125e-10, 1729719090.1512756, 
2.238296781008527, -0.19133583499074516, 4.3037679113281324e-10, 1729719090.242282, 
2.2088705361029954, -0.19286497573877157, 4.2801296773376676e-10, 1729719090.342597, 
2.1768825305173563, -0.1957147401545427, 4.618942305691096e-10, 1729719090.4514716, 
2.1477063211202716, -0.19537044266651948, 4.5448646036203043e-10, 1729719090.5512857, 
2.1213618760661603, -0.19397122324413982, 4.099193308234665e-10, 1729719090.6422515, 
2.091160273649747, -0.1969029005687518, 4.0550670062363143e-10, 1729719090.7425556, 
2.061421324188772, -0.19948960213184427, 4.1891368172141704e-10, 1729719090.8425627, 
2.028378539792651, -0.2004352879671557, 4.3003583030770584e-10, 1729719090.9512784, 
2.0015689979655633, -0.1995111841630577, 4.055230226403701e-10, 1729719091.0422828, 
1.9715649022699042, -0.1983244391285266, 3.8188115372223483e-10, 1729719091.142171, 
1.9383171930657095, -0.199436623973023, 4.167233374224734e-10, 1729719091.2537656, 
1.908307603463406, -0.20086201962381503, 4.0746478160192764e-10, 1729719091.3522696, 
1.8808651446778075, -0.20314633552133218, 3.599586234852585e-10, 1729719091.4423082, 
1.8506616216996195, -0.20260656620964057, 3.5664234865341515e-10, 1729719091.5419786, 
1.8175742439484033, -0.20098346965304859, 3.884230291896425e-10, 1729719091.6523006, 
1.7874883829751116, -0.20026369602250704, 3.8247656368306664e-10, 1729719091.7522953, 
1.76002522586141, -0.20198011481894373, 3.3982183084728886e-10, 1729719091.842319, 
1.7297515485666615, -0.20237861002573862, 3.3465677829533956e-10, 1729719091.9425397, 
1.696929679250903, -0.2000338702280907, 3.636738064199566e-10, 1729719092.0526686, 
1.6666019041199571, -0.20081656803584338, 3.5611255811326265e-10, 1729719092.152294, 
1.6391945356557642, -0.20298699972546674, 3.1620646741715824e-10, 1729719092.242289, 
1.6088229627957613, -0.20216666288294316, 3.122053045631638e-10, 1729719092.3428714, 
1.575384245384815, -0.20214320098634397, 3.3829329356815343e-10, 1729719092.4526966, 
1.5451328884092326, -0.2027282039441153, 3.3015595125722383e-10, 1729719092.552302, 
1.5176693963761372, -0.20294795553868086, 2.931499619997656e-10, 1729719092.6423073, 
1.487164151157391, -0.20345470129413137, 2.8808326798681784e-10, 1729719092.7422483, 
1.4539633632816003, -0.20214032777407645, 3.1237380968607916e-10, 1729719092.852481, 
1.4234631858012832, -0.20223615356743582, 3.056129772726137e-10, 1729719092.9523113, 
1.3960009616524398, -0.20359192188412376, 2.7035841602809746e-10, 1729719093.042276, 
1.3653557285347564, -0.20403571204528434, 2.648078617206455e-10, 1729719093.1421459, 
1.3319656103590851, -0.20330643051525232, 2.8659214445681306e-10, 1729719093.2523196, 
1.3015213703911146, -0.20247452131621002, 2.801885344446897e-10, 1729719093.352348, 
1.274154816545918, -0.20173708354750616, 2.487747069300961e-10, 1729719093.4433105, 
1.243758057545614, -0.20262506452971837, 2.418572039993688e-10, 1729719093.5423164, 
1.2106241261880222, -0.20247017628085998, 2.6013831668642537e-10, 1729719093.6526191, 
1.1803540244452797, -0.20133865805420018, 2.5442955875042e-10, 1729719093.7523148, 
1.152318548106406, -0.20388400333587628, 2.2524970392455157e-10, 1729719093.843331, 
1.1221412961559396, -0.20385084169902465, 2.193101418925258e-10, 1729719093.9427536, 
1.0887607915899993, -0.20271212465163227, 2.3431171167307635e-10, 1729719094.0523376, 
1.0584674766622109, -0.20246134697912677, 2.284601958562821e-10, 1729719094.1523905, 
